match_id;champion;win;queue_id;game_duration;patch;kills;deaths;assists;kda;role;lane;gold_earned;gold_spent;total_minions;neutral_minions;total_damage;physical_damage;magic_damage;true_damage;damage_taken;damage_healed;vision_score;wards_placed;wards_killed;vision_wards;turret_kills;inhibitor_kills;dragon_kills;baron_kills;rift_herald_kills;item_0;item_1;item_2;item_3;item_4;item_5;item_6;primary_rune_tree;secondary_rune_tree;rune_0_0;rune_0_1;rune_0_2;rune_0_3;rune_1_0;rune_1_1
LA2_1508935308;Trundle;1;420;27;15.11.685.5259;6;0;6;12.0;TOP;TOP;15072;13483;212;27;24274;20856;3057;360;33678;26974;31;9;8;2;6;1;0;0;0;1055;3074;3173;3153;3078;2021;3340;8000;8400;8008;9111;9104;8299;8473;8446
LA2_1508945367;Trundle;1;420;32;15.11.685.5259;7;7;6;18.571.428.571.428.500;TOP;JUNGLE;15630;14233;185;28;27805;23727;3769;308;49452;28335;17;10;2;0;6;0;0;0;0;3078;3074;3174;3153;3211;3067;3340;8000;8400;8008;9111;9104;8299;8473;8446
LA2_1508955647;Trundle;1;420;28;15.11.685.5259;5;4;5;2.5;TOP;TOP;13752;12683;196;19;17415;15069;1596;749;28770;16920;26;9;5;4;4;2;0;0;0;3078;3074;2055;3153;1006;3174;3340;8000;8400;8008;9111;9104;8299;8473;8446
LA2_1509273668;Trundle;0;420;1;15.11.685.5259;0;0;0;0.0;TOP;NONE;513;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8000;8400;8008;9111;9104;8299;8473;8446
LA2_1509277016;Trundle;0;420;24;15.11.685.5259;4;9;1;0.5555555555555556;TOP;TOP;10051;9925;148;0;10109;9301;808;0;25834;7433;12;8;1;1;1;0;0;0;0;1055;3074;3211;3111;2022;3153;3340;8000;8400;8008;9111;9104;8299;8473;8446
LA2_1509278532;Smolder;1;420;26;15.11.685.5259;7;4;10;4.25;BOTTOM;BOTTOM;11850;10200;175;12;15407;13188;2219;0;14272;4769;17;9;3;4;3;1;0;0;0;3158;2055;3094;3508;1055;3161;3363;8000;8300;8021;8009;9103;8017;8345;8304
LA2_1515605910;Blitzcrank;0;420;36;15.13.693.4876;1;5;17;3.6;UTILITY;MIDDLE;10062;9900;23;8;13478;3843;8388;1246;27365;5139;104;49;7;10;1;0;1;0;0;3869;2065;3190;3165;3176;2055;3364;8300;8400;8360;8306;8345;8347;8473;8242
LA2_1515620572;Ezreal;0;420;34;15.13.693.4876;3;4;2;1.25;BOTTOM;BOTTOM;11657;11463;231;4;26748;16772;9244;732;30066;8741;26;14;5;4;0;0;0;0;0;3042;3161;0;0;3171;3078;3363;8000;8300;8005;8009;9103;8014;8345;8304
LA2_1515634178;Trundle;1;420;37;15.13.693.4876;6;12;7;10.833.333.333.333.300;TOP;TOP;16513;15680;254;16;25114;21111;3862;141;55692;23582;34;16;0;4;5;1;0;0;0;3170;3074;3153;3065;3181;3057;3340;8000;8400;8008;9111;9104;8299;8473;8446
LA2_1515650037;Vi;0;420;29;15.13.693.4876;4;6;17;3.5;JUNGLE;JUNGLE;11130;9900;21;130;23252;22019;0;1232;38524;17293;26;3;7;3;1;0;0;0;0;3071;3174;1037;1028;6610;1036;3364;8000;8300;8010;9111;9104;8014;8304;8347
LA2_1515658912;XinZhao;0;420;35;15.13.693.4876;11;10;9;2.0;JUNGLE;JUNGLE;14111;13900;28;152;24543;21604;1927;1011;64351;33406;31;6;4;7;2;0;2;1;0;3071;3133;3173;3053;2019;6610;3364;8000;8300;8010;9111;9104;8014;8347;8304
LA2_1515673276;DrMundo;0;420;28;15.13.693.4876;6;9;2;0.8888888888888888;TOP;TOP;11026;10850;152;0;23585;11653;11931;0;67053;13843;20;11;2;2;1;0;0;0;0;3748;0;3084;3083;3009;0;3340;8400;8300;8437;8446;8444;8451;8410;8304
LA2_1516162115;Jhin;1;420;23;15.13.693.4876;10;1;10;20.0;BOTTOM;BOTTOM;11682;9200;157;4;17059;16381;200;476;14391;5940;20;13;0;6;1;0;0;0;0;3094;3142;0;1038;3170;0;3363;8000;8200;8021;8009;9103;8014;8234;8236
LA2_1516165974;Jhin;1;420;44;15.13.693.4876;10;6;13;38.333.333.333.333.300;BOTTOM;BOTTOM;19630;18425;310;27;42579;41332;542;703;33936;11426;31;17;4;7;2;0;1;0;0;3094;3142;6673;3009;3031;3036;3363;8000;8200;8021;8009;9103;8014;8234;8236
